repo_name,issue_number,title,state,created_at,closed_at,comments,labels,author
huggingface/transformers,46851,Qwen3.5 Does not work with variable length inputs using position_ids,closed,2026-06-23T17:34:46Z,2026-06-24T16:20:46Z,8,bug,kolehma8
huggingface/transformers,46846,[Qwen3.5] Missing `linear_attn` entries in `base_model_tp_plan` causes OOM and shape error at TP>1,closed,2026-06-23T13:29:27Z,2026-07-03T13:59:02Z,4,bug,tengomucho
huggingface/transformers,46832,[RT-DETR] TypeError in RTDetrModel.forward when num_feature_levels > len(backbone outputs),closed,2026-06-23T06:34:53Z,2026-06-29T12:22:50Z,2,bug,c1prk
huggingface/transformers,46829,[Bug] VideoPrismForVideoClassification returns last_hidden_state tensor as hidden_states in ImageClassifierOutput,closed,2026-06-23T04:40:35Z,2026-06-23T12:39:42Z,0,bug,sharmax-vikas
huggingface/transformers,46823,4-bit load_in_4bit + device_map='auto' + explicit max_memory still dispatches modules to CPU on a model that fits -> ValueError,open,2026-06-22T17:52:44Z,,1,,trevorgordon981
huggingface/transformers,46822,ZeRO-3 zero.Init does not partition composite minimax_m3_vl language submodule -> OOM on multi-GPU load,open,2026-06-22T17:52:42Z,,4,bug,trevorgordon981
huggingface/transformers,46821,[TimesFM 2.5]:`window_size` argument raises `AttributeError`,open,2026-06-22T17:14:08Z,,0,bug,kanenorman
huggingface/transformers,46785,"Is transformers 5.12.1 requires tokenizers<=0.23.0,>=0.22.0 really right?",open,2026-06-20T17:59:46Z,,4,,jrp2014
huggingface/transformers,46772,Nvidia ModelOpt (NVFP4) compatibility for DiffusionGemma,closed,2026-06-19T15:33:18Z,2026-06-19T16:12:00Z,1,Feature request,ppabis
run-llama/llama_index,22241,[Feature Request]: enable auth with bedrock token for anthropic aws sdk,open,2026-07-03T14:42:59Z,,0,"enhancement, triage",RiccardoRubini
run-llama/llama_index,22240,RAG/eval dataset tip,closed,2026-07-02T23:48:41Z,2026-07-02T23:53:40Z,0,,connerlambden
run-llama/llama_index,22238,[Bug]: VoyageEmbedding Failed with no retry,open,2026-07-02T16:45:46Z,,3,"bug, triage",upchunk
run-llama/llama_index,22233,[Bug]: Resource exhaustion (DoS) vulnerability due to unhandled exceptions in apredict_and_call concurrent tool execution,open,2026-07-02T10:55:18Z,,1,"bug, triage",QiuYucheng2003
run-llama/llama_index,22232,[Security Vulnerability] Sandbox escape and Arbitrary Code Execution (RCE) via PandasQueryEngine safe_eval,open,2026-07-02T10:34:07Z,,1,"bug, triage",QiuYucheng2003
run-llama/llama_index,22227,Maritalk streaming corrupts text containing 'data: ' (replace-all of SSE prefix),open,2026-07-02T05:09:36Z,,1,,ritsth
run-llama/llama_index,22223,"[Bug]: SiliconFlow astream_chat raises JSONDecodeError when streamed content contains ""data: """,open,2026-07-02T00:01:33Z,,1,,ritsth
run-llama/llama_index,22221,[Bug]: SageMaker LLM streaming silently corrupts generated text (lstrip/rstrip used as affix removal),open,2026-07-01T23:45:57Z,,1,,ritsth
run-llama/llama_index,22218,"[Bug]: Citation Query Engine Refine Templates are missing ""existing answer"" and ""new answer"" verbiage.",closed,2026-07-01T18:18:36Z,2026-07-01T18:51:22Z,2,"bug, triage",bschloss
run-llama/llama_index,22216,"[Bug]: Using claude-sonnet-5 throws ""LLM must be a FunctionCallingLLM""",closed,2026-07-01T17:58:15Z,2026-07-01T18:06:13Z,3,"bug, triage",pramodc
run-llama/llama_index,22214,"feat: Add DakeraVectorStore integration — self-hosted, decay-weighted vector memory",closed,2026-07-01T09:55:40Z,2026-07-01T10:05:21Z,0,,ferhimedamine
run-llama/llama_index,22209,"[Memory] Add Dakera memory integration — persistent, decay-weighted cross-session memory",open,2026-07-01T07:02:48Z,,2,,ferhimedamine
run-llama/llama_index,22194,Silent exception swallowing in Property Graph LLM Path Extractors,open,2026-06-30T08:16:36Z,,1,,Om-Borse26
run-llama/llama_index,22186,Cross-platform collaboration: AgentPub <-> llama_index,closed,2026-06-29T05:20:35Z,2026-06-30T02:21:29Z,0,,liboy119
run-llama/llama_index,22183,[Bug]: as_query_engine(streaming=True) buffers entire response into a single-item generator when using local LLM,closed,2026-06-28T18:32:04Z,2026-06-28T20:27:54Z,7,"bug, triage",0xfelaback
run-llama/llama_index,22180,[Bug Report] Custom LLM wrapper in docs has no error handling — crashes on any transient failure,closed,2026-06-28T14:42:54Z,2026-06-30T02:22:19Z,3,,Correctover
run-llama/llama_index,22178,[Bug]: `str()`/`.response` on async streaming chat response (astream_chat) returns empty string,closed,2026-06-28T14:29:42Z,2026-07-02T02:12:29Z,1,"bug, triage",gautamvarmadatla
run-llama/llama_index,22176,[Bug]: prompt_helper regression in llama-index-core@0.14.23. does not respect from_llm_metadata,open,2026-06-28T08:50:07Z,,3,"bug, triage",alexmalev
run-llama/llama_index,22174,Cross-platform collaboration: AgentPub <-> llama_index,open,2026-06-28T06:40:28Z,,0,,liboy119
run-llama/llama_index,22166,[Bug]: Stopword removal is ineffective in `SemanticDoubleMergingSplitterNodeParser`,closed,2026-06-27T14:23:46Z,2026-07-02T17:53:58Z,1,"bug, triage",rautaditya2606
run-llama/llama_index,22161,[Feature Request]: Add a documentation/discovery entry for the Talordata SERP LlamaIndex Tools integration.,closed,2026-06-27T06:19:07Z,2026-07-01T09:56:19Z,0,"enhancement, triage",Talordata-serp
run-llama/llama_index,22160,[Feature Request]: Add a documentation/discovery entry for the Talordata SERP LlamaIndex Tools integration.,closed,2026-06-27T06:15:47Z,2026-06-27T06:16:08Z,0,"enhancement, triage",Talordata-serp
run-llama/llama_index,22159,[Bug]: FunctionAgent.structured_output_fn is ignored when executed via AgentWorkflow,closed,2026-06-27T03:37:26Z,2026-07-02T15:01:26Z,2,"bug, triage",opsbrown
run-llama/llama_index,22146,[Bug]: AgentWorkflow stores agents by reference; one BaseTool instance shared across agents leaks per-tool mutations,closed,2026-06-26T01:58:55Z,2026-07-02T02:04:47Z,2,"bug, triage",Fr3ya
run-llama/llama_index,22141,[Bug]: McpToolSpec.create_model_from_json_schema drops nested inline object properties,open,2026-06-25T12:25:10Z,,3,"bug, triage",schelv
run-llama/llama_index,22140,[Bug]: Infinite block and thread pool starvation in OneDriveReader due to missing timeout in requests.get(),open,2026-06-25T11:31:58Z,,1,"bug, triage",QiuYucheng2003
run-llama/llama_index,22134,"[Bug]: Tool schema marks **kwargs as a required (untyped) parameter, forcing the LLM to fill it",closed,2026-06-25T02:40:53Z,2026-07-02T01:54:07Z,3,"bug, triage",gautamvarmadatla
run-llama/llama_index,22129,[Question]: NoSQL Injection Bug Report On Huntr,closed,2026-06-24T15:07:45Z,2026-06-24T15:30:27Z,0,question,ericblackgachara
run-llama/llama_index,22128,[Question]: Cypher Injection Bug reports Submitted on Huntr,closed,2026-06-24T14:30:05Z,2026-06-24T14:38:07Z,0,question,ericblackgachara
run-llama/llama_index,22115,[Bug]: RedisKVStore breaks with decode_responses=True,open,2026-06-24T06:22:45Z,,1,"bug, triage",chas-mafli
run-llama/llama_index,22101,[Bug] Potential DoS via Unbounded zlib.decompress (Zip Bomb Vulnerability) in Document Parser,open,2026-06-23T14:34:31Z,,1,"bug, triage",QiuYucheng2003
run-llama/llama_index,22080,[Bug]: AttributeError: 'MultiModalVectorIndexRetriever' object has no attribute 'object_map',open,2026-06-22T07:47:45Z,,1,"bug, triage",dodofung
run-llama/llama_index,22071,"[Bug]: workflow_as_mcp captures a single Workflow instance, sharing self.* state across every MCP client",open,2026-06-22T02:24:54Z,,0,"bug, triage",Fr3ya
run-llama/llama_index,22070,"[Bug]: FunctionAgent parallel tool fan-out + ctx.wait_for_event(HumanResponseEvent) collide on a shared waiter_id, hanging all but one branch",closed,2026-06-22T02:15:04Z,2026-06-22T19:38:04Z,0,"bug, triage",Fr3ya
run-llama/llama_index,22069,[Bug]: ag-ui get_default_workflow_factory shares the initial_state dict across every AGUIChatWorkflow it produces,closed,2026-06-22T01:59:36Z,2026-07-02T15:02:59Z,1,"bug, triage",Fr3ya
run-llama/llama_index,22068,[Bug]: ag-ui llama_index_message_to_ag_ui_message fabricates uuid4 tool_call_id when additional_kwargs is missing the key,open,2026-06-22T01:33:30Z,,0,"bug, triage",Fr3ya
run-llama/llama_index,22066,"[Bug]: AGUIChatWorkflow.aggregate_tool_calls only appends ToolMessages for backend tools, orphaning frontend tool_call_ids",open,2026-06-22T01:25:13Z,,1,"bug, triage",Fr3ya
run-llama/llama_index,22044,[Feature Request]: Add a memory integration for Thrindex (write-time cognition memory layer for agents),closed,2026-06-19T12:54:23Z,2026-06-19T14:21:32Z,0,"enhancement, triage",nomik32
run-llama/llama_index,22041,"Feature: Mimir as offline, encrypted, single-binary storage backend for LlamaIndex",closed,2026-06-19T04:01:36Z,2026-06-19T04:38:30Z,0,,tcconnally
run-llama/llama_index,22040,"Docs: add an enterprise agent deployment checklist (security, tracing, rollback)",closed,2026-06-19T03:55:25Z,2026-06-19T04:42:02Z,2,,kmishra1204
run-llama/llama_index,22032,[Feature Request]: Metadata-aware indexing for heterogeneous financial document RAG — per-source routing and chunk-level type annotations,open,2026-06-17T15:46:15Z,,3,"enhancement, triage",Ruthwik-Data
run-llama/llama_index,22028,Missing timeout on HTTP requests across 9 integration packages,open,2026-06-17T07:35:52Z,,4,"bug, triage",sharmax-vikas
run-llama/llama_index,22026,"fix: resource leaks in HuggingFace FS, AlibabaCloud, Stripe Docs, SEC Filings readers and Galaxia retriever",open,2026-06-17T07:07:16Z,,0,"bug, triage",sharmax-vikas
run-llama/llama_index,21978,Security: TLS verification unconditionally disabled in Minio reader,open,2026-06-14T18:51:26Z,,0,"bug, triage",sharmax-vikas
run-llama/llama_index,21973,"[Bug]: Resource leaks in Vectara, Replicate, SemanticScholar, and BGE-M3 integrations",open,2026-06-14T08:21:46Z,,0,"bug, triage",sharmax-vikas
run-llama/llama_index,21970,"[Bug]: Resource leaks in PythonFileToolSpec, CogniSwitch, and Azure Code Interpreter tools",open,2026-06-14T07:28:30Z,,0,"bug, triage",sharmax-vikas
run-llama/llama_index,21964,Integration idea: BGPT evidence retrieval tool,open,2026-06-14T05:16:23Z,,2,,connerlambden
run-llama/llama_index,21956,[Bug]: File handles not closed in HotpotQAEvaluator (resource leak),open,2026-06-13T10:27:58Z,,0,"bug, triage",sharmax-vikas
run-llama/llama_index,21950,"[Bug]: Tool-call tokens not counted by Memory, leading to ""prompt is too long"" (400) errors with AgentWorkflow",open,2026-06-12T22:28:40Z,,1,"bug, triage",gautamvarmadatla
run-llama/llama_index,21945,[Bug]: llama-index-protocols-ag-ui drops LLM reasoning_content / Responses-API reasoning deltas (no REASONING_MESSAGE_* events),open,2026-06-12T18:51:53Z,,0,,jpr5
run-llama/llama_index,21940,Feature: Add FunASR/SenseVoice as Audio STT reader (170x faster than Whisper),closed,2026-06-12T09:58:40Z,2026-06-15T09:48:58Z,4,,LauraGPT
run-llama/llama_index,21934,VertexAISearchRetriever.aretrieve blocks asyncio event loop by calling synchronous _retrieve,open,2026-06-11T23:22:12Z,,1,,glaziermag
run-llama/llama_index,21933,VertexAISearchRetriever drops document id/name and metadata for structured data store results,open,2026-06-11T22:22:21Z,,1,,glaziermag
